RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,TransactionFrequency,AvgTransactionAmount,ComplaintsFiled,CustomerSatisfaction,HasLoan
1512,15701765,Vincent,575,Spain,Female,37,0,0.0,2,0,0,30114.32,0,16,3999.6618052521926,0,3,1
1513,15586974,Pearce,656,France,Male,39,10,0.0,2,1,1,98894.64,0,19,4687.309653001628,2,5,0
1514,15729040,Lamb,440,France,Male,42,2,0.0,2,1,0,49826.68,0,25,5077.146483952507,0,3,0
1515,15788676,Riley,539,Spain,Male,38,8,71460.67,2,1,1,10074.05,0,18,7862.0395602505105,0,4,0
1516,15602497,Honore,850,Spain,Male,39,6,133214.13,1,0,1,20769.88,0,25,7331.773478936833,0,5,1
1517,15701333,Blackburn,646,France,Female,37,7,96558.66,1,0,0,163427.18,0,19,6076.938774508989,0,4,0
1518,15812071,Endrizzi,744,France,Male,54,6,93806.31,2,0,1,140068.77,0,28,2137.626468306226,0,4,0
1519,15634375,Duncan,710,Spain,Female,36,8,0.0,2,0,0,83206.19,0,28,1623.9563108062493,0,5,0
1520,15738267,Macarthur,544,France,Female,64,3,124043.8,1,1,1,111402.97,1,20,5480.925489603406,1,3,0
1521,15786800,Gould,723,Germany,Male,52,5,131694.97,1,0,1,92873.5,1,20,6760.526411201434,3,1,0
1522,15591130,Medvedev,507,Spain,Female,29,6,0.0,2,0,1,94780.9,0,15,4840.865902027725,0,4,0
1523,15720662,Sholes,787,France,Female,35,1,106266.8,1,1,1,16607.15,0,23,8829.80900995681,1,3,0
1524,15751531,Shaw,598,Spain,Male,41,8,0.0,2,1,1,161954.43,0,19,2835.1179124391288,0,4,0
1525,15653595,Ts'ai,796,France,Male,51,6,0.0,2,0,1,194733.28,0,22,2583.296101008802,0,5,0
1526,15568360,Rolon,569,Spain,Female,41,4,139840.36,1,1,1,163524.7,0,18,3671.4380510513583,0,5,0
1527,15781210,Reid,711,France,Male,34,8,0.0,2,0,0,48260.19,0,19,3595.4055736175287,0,5,1
1528,15668058,Chinwendu,661,Germany,Male,35,8,124098.54,1,1,0,86678.48,0,25,6052.571737363958,0,4,0
1529,15597131,Fu,415,France,Male,32,5,145807.59,1,1,1,3064.65,0,18,4156.576296312995,0,5,0
1530,15697283,Mackenzie,578,Spain,Male,23,8,0.0,2,1,0,112124.98,0,13,1904.3190774426766,0,5,1
1531,15640953,Bligh,611,France,Female,26,2,107508.93,2,1,1,120801.65,0,19,6783.156913390234,0,3,0
1532,15715031,Davidson,600,France,Female,28,6,0.0,2,0,1,52193.23,0,22,1480.0961478557406,0,4,1
1533,15589660,Lamble,661,Germany,Female,32,1,145980.23,1,0,1,56636.28,0,19,2857.5635539785817,1,4,0
1534,15769818,Moore,850,France,Female,37,3,212778.2,1,0,1,69372.88,0,15,1754.5868585122626,2,4,0
1535,15782736,Jose,573,Germany,Female,47,4,152522.47,1,0,1,164038.07,1,21,5414.242554141747,3,1,1
1536,15614818,Trevisani,764,Spain,Female,33,9,168964.77,1,0,1,118982.51,0,20,5372.095424302424,0,4,0
1537,15794014,Schofield,838,France,Female,34,8,0.0,2,1,0,27472.07,0,31,8832.908642032706,0,3,1
1538,15732448,Stewart,821,France,Female,28,8,0.0,1,1,1,36754.13,0,27,6827.6533122911005,0,5,0
1539,15723411,Jamieson,607,Spain,Female,36,4,98266.3,1,1,1,46416.36,0,22,7883.292366684401,1,5,0
1540,15797686,Howard,558,France,Male,38,8,113000.92,1,1,1,152872.39,0,24,5577.219302596986,2,4,1
1541,15605950,Onwuamaeze,530,Germany,Male,23,1,137060.88,2,1,1,165227.23,0,22,3046.136357818873,0,3,0
1542,15812497,D'Albertis,654,Germany,Male,37,5,112146.12,1,1,0,75927.35,0,23,5256.2152039869925,0,4,0
1543,15690678,Brooks,530,France,Female,33,4,129307.32,1,1,1,172930.28,0,20,6184.842014774614,0,4,0
1544,15747677,Gordon,656,Spain,Male,69,6,163975.09,1,1,1,36108.5,0,19,6407.61476450315,1,5,0
1545,15618926,Nwachukwu,520,Spain,Male,43,7,0.0,2,1,1,36202.74,0,27,4055.1757117833154,0,3,0
1546,15673908,Chinweike,602,Germany,Female,42,6,158414.85,1,1,1,131886.46,0,25,5977.572947564799,0,5,1
1547,15727944,Simpkinson,701,Germany,Female,48,1,92072.68,1,1,1,133992.36,0,20,3133.944058317471,0,4,1
1548,15807294,Walker,653,Spain,Female,30,2,88243.29,2,1,1,96658.26,0,21,2913.444811778566,0,3,0
1549,15618581,Diribe,668,Spain,Male,25,8,0.0,2,1,1,135112.09,0,9,2768.4305772290304,0,3,1
1550,15584364,Trentini,652,France,Male,48,4,59486.31,1,1,0,163944.18,1,32,5049.251977113594,2,2,1
1551,15599552,Conway,639,Spain,Female,54,2,0.0,2,1,1,53843.71,0,23,2644.327289847393,0,4,0
1552,15749177,Maslow,730,Spain,Female,52,7,0.0,2,0,1,122398.84,0,22,4150.511220257985,0,5,0
1553,15718779,Clark,780,France,Male,34,1,0.0,1,1,1,64804.04,0,30,6805.833102827916,0,5,0
1554,15568106,L?,592,France,Female,38,8,119278.01,2,0,1,19370.73,0,24,2941.74064384339,0,4,0
1555,15779481,Swadling,628,France,Male,34,4,158741.43,2,1,1,126192.54,0,21,3991.3759329913664,0,5,1
1556,15709994,Gallo,658,France,Female,40,7,140596.95,1,0,1,135459.02,1,23,5143.262553552339,0,1,0
1557,15772777,Onyemachukwu,850,Spain,Female,29,10,0.0,2,1,1,94815.04,0,29,5493.773803064533,0,5,0
1558,15706815,Samoylova,515,Germany,Male,37,2,90432.92,1,1,1,188366.04,1,22,4001.418818388878,0,2,0
1559,15618018,Dickson,571,France,Female,35,1,104783.81,2,0,1,178512.52,0,17,6573.7201374703145,0,4,0
1560,15671032,He,760,Germany,Male,42,0,77992.97,2,1,1,97906.38,0,19,6180.904601569449,0,5,0
1561,15634281,P'an,720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0,15,7279.713208723406,0,3,1
1562,15766374,Leak,632,Germany,Male,42,4,119624.6,2,1,1,195978.86,0,12,4836.79615130588,0,4,0
1563,15600991,Artemieva,694,Germany,Male,31,6,109052.59,2,1,1,19448.93,1,13,3974.362381087313,3,2,0
1564,15777576,Frost,559,Spain,Female,40,5,139129.44,1,0,1,32635.54,0,22,3634.735955975756,0,3,1
1565,15742613,Warner,773,Germany,Female,42,8,152324.66,2,1,0,171733.22,0,15,5614.055035858725,0,3,1
1566,15649523,Kennedy,581,France,Male,38,1,0.0,2,1,0,46176.22,0,35,4245.6884343774545,0,4,0
1567,15651063,Ifeatu,524,Germany,Female,37,9,127480.58,2,1,0,179634.69,0,28,3861.6604446384217,0,4,0
1568,15683124,Evans,713,France,Male,53,6,115029.4,1,0,0,191521.32,1,10,4103.425471509356,2,1,0
1569,15618314,Chu,676,France,Male,40,8,114005.78,1,1,1,67998.45,0,21,3632.619029751496,3,5,0
1570,15670823,Hsueh,651,Germany,Female,42,1,116646.76,1,1,0,44731.8,1,17,5398.042225525464,0,1,0
1571,15607133,Shih,717,Spain,Female,49,1,110864.38,2,1,1,124532.9,1,21,2174.833634911878,1,2,1
1572,15615012,Fan,594,France,Male,23,5,156267.59,1,1,0,160968.44,0,17,5606.032584949926,0,3,0
1573,15725141,Whiddon,716,France,Female,44,3,109528.28,1,1,0,27341.63,1,17,6353.097520805901,2,1,0
1574,15623560,Onyekachukwu,668,France,Female,35,6,102482.76,1,1,1,53994.64,0,18,3838.241723645405,0,4,0
1575,15693018,Ermakova,678,Germany,Male,23,10,115563.71,1,1,1,91633.53,0,10,8844.073879213094,1,4,0
1576,15636756,Marino,545,France,Male,23,2,0.0,2,1,0,189613.12,0,16,5035.2426219537065,0,5,1
1577,15647474,Niu,613,France,Female,40,9,95624.36,2,1,1,60706.33,0,13,1877.3140338002227,0,4,1
1578,15576714,Manna,687,Spain,Female,21,8,0.0,2,1,1,154767.34,0,18,4437.514187326658,1,4,0
1579,15585047,Onyemere,715,France,Male,28,7,160376.61,1,0,0,196853.11,0,12,5125.312289871594,1,5,0
1580,15743976,Archer,618,Germany,Male,41,8,37702.79,1,1,1,195775.48,0,24,5897.935111140428,1,4,1
1581,15793881,Mitchell,721,France,Female,35,6,118273.83,1,0,1,3086.89,0,20,4485.138951778306,2,4,0
1582,15576517,Everingham,445,Germany,Female,34,7,131082.17,2,1,1,70618.0,0,18,2976.8594485912186,0,5,1
1583,15631072,Huie,690,France,Male,38,1,94456.0,2,0,1,55034.02,0,20,2810.0387637754343,0,4,0
1584,15730394,Crowther,709,France,Female,43,8,0.0,2,0,0,168035.62,1,21,3692.8014296366573,2,1,0
1585,15631460,Swift,671,Spain,Female,42,3,0.0,2,1,1,128449.33,0,24,3884.449274962474,2,5,0
1586,15692002,Skelton,538,France,Male,33,6,93791.38,1,1,1,199249.29,0,14,2730.0516702014856,0,5,0
1587,15595282,White,735,France,Female,33,4,0.0,2,1,0,149474.69,0,18,3534.3736777926015,0,5,0
1588,15789548,Giordano,592,France,Female,37,7,0.0,2,1,1,126726.33,0,22,6318.9170488787095,0,4,0
1589,15758035,Bateson,747,France,Male,61,7,155973.13,1,0,1,147554.26,0,23,8296.825215388973,0,4,0
1590,15617518,Hu,675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0,22,6510.923427741926,0,5,1
1591,15651802,Day,632,Spain,Female,39,5,97854.37,2,1,0,93536.38,0,17,7611.722172373625,1,5,0
1592,15631813,Beneventi,621,France,Male,39,6,0.0,2,1,1,58883.91,0,19,6948.236936467396,0,4,0
1593,15729668,Elizabeth,521,Spain,Male,29,3,60280.62,1,1,0,154271.41,0,22,6666.260656796689,0,5,0
1594,15741728,Atkins,591,Spain,Male,36,7,135216.8,1,1,1,122022.89,0,22,4324.407473885343,1,3,1
1595,15576676,Serrano,706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0,19,5281.821756773895,0,3,0
1596,15711378,Willis,677,France,Male,38,4,0.0,2,1,0,187800.63,0,23,4158.761315087957,2,5,0
1597,15765520,Stevenson,769,Germany,Male,27,7,188614.07,1,1,0,171344.09,0,22,4561.785675332746,1,5,0
1598,15656726,Ch'ien,771,France,Male,32,5,62321.62,1,1,1,40920.59,0,22,5136.334200773173,1,5,0
1599,15647842,Cunningham,601,Germany,Female,48,8,120782.7,1,1,0,63940.68,1,26,6427.132303158054,2,1,0
1600,15719309,Stephens,670,France,Female,42,1,115961.58,2,0,1,29483.87,0,20,5846.646763030248,0,3,0
1601,15748718,Gordon,517,France,Male,28,2,115062.61,1,1,0,179056.23,0,19,4676.341473971287,0,4,1
1602,15594404,Bevan,834,France,Female,49,8,160602.25,2,1,0,129273.94,0,18,5111.077481783333,0,5,0
1603,15751158,Mashman,571,France,Female,42,4,108825.34,3,1,0,55558.51,1,25,5866.927348387053,3,1,0
1604,15593470,Tu,576,Germany,Female,36,8,166287.85,1,1,1,23305.85,0,28,6334.78887611567,1,5,0
1605,15695129,Milanesi,718,France,Female,31,1,152663.77,1,0,1,17128.64,0,25,1962.0096734855952,0,5,1
1606,15640865,Romano,636,Germany,Female,31,9,80844.69,2,1,1,74641.9,0,24,2845.222072202126,1,5,1
1607,15714080,Goliwe,566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0,25,7214.621067878685,0,5,1
1608,15648721,Hsueh,711,France,Male,64,4,0.0,2,1,1,3185.67,0,17,4878.260860137884,0,5,1
1609,15801466,Gray,574,France,Female,39,2,122524.61,2,1,0,88463.63,0,24,4151.846813266042,0,5,0
1610,15750248,Wright,619,France,Female,35,8,132292.63,1,1,0,65682.93,0,26,4473.001054147922,1,3,0
1611,15758726,Chiemeka,588,France,Female,24,0,0.0,2,1,1,140586.08,0,22,4472.589388846892,0,5,0
1612,15781553,Chung,760,Germany,Female,49,9,91502.99,1,1,0,117232.9,1,18,6115.875563048748,6,1,1
1613,15649121,Pinto,665,France,Male,52,3,0.0,1,1,0,116137.01,1,21,2783.967212038466,3,1,0
1614,15674811,Kellway,739,Germany,Male,29,3,59385.98,2,1,1,105533.96,0,22,5049.555492993522,0,5,0
1615,15646037,Sopuluchi,641,France,Male,77,9,0.0,3,1,1,81514.06,0,19,5492.235458900808,0,4,1
1616,15722578,Spitzer,685,Germany,Female,21,6,97956.5,1,1,1,164966.27,0,24,5792.535833131006,0,5,1
1617,15665695,Potter,594,France,Female,49,4,0.0,2,1,1,23631.55,0,23,5445.727992420586,0,4,0
1618,15801062,Matthews,557,Spain,Female,40,4,0.0,2,0,1,105433.53,0,22,6031.812460628056,0,5,0
1619,15662955,Nicholls,697,France,Male,27,8,141223.68,2,1,0,90591.15,0,16,3854.6076978833744,0,5,1
1620,15770309,McDonald,656,France,Male,18,10,151762.74,1,0,1,127014.32,0,14,3116.394535350089,0,5,0
1621,15657386,Fiorentini,712,Germany,Male,43,1,141749.74,2,0,1,90905.26,0,25,9914.008886501028,0,4,1
1622,15777797,Kovalyova,689,Spain,Male,38,5,75075.14,1,1,1,8651.92,1,23,4397.470630851527,1,1,0
1623,15783955,Miah,697,France,Female,25,4,165686.11,2,1,0,15467.98,0,20,4631.091058690864,0,5,1
1624,15804516,Builder,589,France,Male,38,2,0.0,1,1,0,79915.28,0,18,6355.680195435769,1,4,0
1625,15681758,Baddeley,525,Spain,Female,25,10,0.0,2,1,0,69361.95,0,17,8192.178584388483,1,3,1
1626,15630321,Hu,680,France,Male,44,3,0.0,2,1,0,86935.08,0,22,3910.9437661306083,1,5,0
1627,15588248,Hs?,617,France,Female,28,0,0.0,2,1,1,7597.83,1,21,3002.369463620949,3,1,0
1628,15591932,Ford,680,France,Male,32,5,92961.61,1,1,0,116957.6,0,17,2515.6932984167793,1,3,0
1629,15810347,Todd,662,Spain,Female,30,9,0.0,2,0,1,157884.83,0,32,8186.212443005851,0,5,0
1630,15595303,Johnston,736,Germany,Male,46,5,130812.91,1,1,1,77981.54,1,26,2923.7860270779315,2,2,0
1631,15634950,Obiajulu,657,Germany,Male,57,8,107174.58,1,1,1,126369.55,1,21,4944.888126968866,1,1,0
1632,15685372,Azubuike,350,Spain,Male,54,1,152677.48,1,1,1,191973.49,1,12,3045.430335914062,1,2,0
1633,15745827,Padovesi,617,France,Male,30,3,132005.77,1,1,0,142940.39,0,21,2103.288164083392,0,5,1
1634,15755868,Farmer,562,France,Male,35,7,0.0,1,0,0,48869.67,0,28,4415.249293812628,0,5,0
1635,15735222,Ignatieff,705,Spain,Female,23,5,0.0,2,1,1,73131.73,0,14,3124.426667317679,0,4,1
1636,15604804,Lu,516,France,Female,33,7,127305.5,1,1,1,120037.36,0,17,3616.7431491533744,2,5,0
1637,15718944,Artemiev,573,France,Female,37,6,0.0,2,1,0,193995.37,0,24,9012.210194834806,0,5,0
1638,15678626,Okonkwo,538,Spain,Female,31,0,0.0,2,0,0,179453.66,0,17,5849.792208344806,0,5,0
1639,15571550,Dore,699,France,Male,39,9,0.0,1,1,0,80963.92,0,17,6862.939039107978,0,4,1
1640,15723053,T'ang,504,Germany,Male,32,8,170291.22,2,0,1,15658.99,0,22,6649.319125698506,0,3,0
1641,15661528,Ashbolt,583,Spain,Male,47,5,102562.23,1,1,0,92708.1,0,21,4798.27815384195,0,5,1
1642,15754177,Bazarova,712,Spain,Male,53,2,111061.01,2,0,0,26542.17,0,23,4120.563281244752,0,3,0
1643,15683544,Buccho,626,Spain,Male,62,3,0.0,1,1,1,65010.74,0,22,5497.869223722233,3,4,1
1644,15708048,Burn,631,France,Female,34,4,124379.14,1,1,0,106892.91,0,18,5336.901539864989,1,4,1
1645,15701109,Andreyev,663,France,Female,37,7,0.0,1,1,1,185210.63,0,13,3862.389165669384,0,4,1
1646,15600110,Endrizzi,506,Germany,Female,41,3,57745.76,1,1,0,4035.46,0,28,5259.695660933721,3,4,1
1647,15651533,Brown,570,Germany,Female,50,5,129293.74,1,1,0,177805.44,1,13,3587.340586607416,4,3,0
1648,15777904,Nock,703,France,Female,45,7,0.0,2,1,1,68831.72,0,23,4657.084138718321,0,5,0
1649,15655574,Okeke,698,Germany,Female,40,8,150777.1,1,1,0,114732.62,0,14,4329.433050965326,0,3,0
1650,15569423,Cunningham,731,Spain,Male,41,4,0.0,2,1,0,22299.27,0,23,2462.2548147884418,1,5,0
1651,15718106,Kelley,625,France,Male,34,6,0.0,2,0,0,197283.2,0,16,297.6835737756601,0,4,0
1652,15585067,Wilson,634,Spain,Male,31,9,108632.48,1,1,1,179485.96,1,20,3121.8735001206014,4,1,0
1653,15675501,Woods,616,France,Male,59,5,153861.1,1,1,1,17699.48,0,31,8608.209329172601,0,4,1
1654,15633233,McFarland,500,France,Male,56,1,100374.58,1,1,0,118490.8,1,20,4380.636435926544,4,1,0
1655,15667134,Cisneros,446,France,Male,32,8,0.0,2,0,0,133292.94,0,21,6551.9363217928085,0,4,0
1656,15659105,Borchgrevink,669,France,Female,47,9,61196.54,1,1,0,58170.24,0,21,751.1097138132836,0,5,0
1657,15575409,Rozhkova,581,Germany,Male,31,6,116891.72,1,1,0,107137.3,0,16,2983.4278640713446,0,5,1
1658,15752342,Bradley,704,Germany,Female,54,6,133656.91,3,1,0,145071.33,1,17,2291.0207652752993,2,2,0
1659,15654851,Obialo,748,France,Male,44,2,92911.52,1,0,1,85495.24,0,19,4595.39997982577,1,4,0
1660,15741429,Hudson,680,Spain,Female,31,9,119825.75,2,1,1,101139.3,0,21,9843.910961070487,1,4,0
1661,15682356,Veltri,655,France,Female,37,7,111852.84,2,1,0,10511.13,0,18,5920.477886455836,0,5,0
1662,15806447,Mazzanti,690,Germany,Male,32,0,106683.52,2,1,1,137916.49,0,19,8391.225066556173,1,4,0
1663,15800229,Thorpe,695,Germany,Male,40,7,139022.24,1,0,1,193383.13,0,22,4491.126544628673,0,5,0
1664,15663441,Golibe,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,1,14,7729.738747710144,1,2,1
1665,15791991,Udinesi,773,France,Male,52,4,0.0,1,0,1,144113.42,0,14,9146.513413365781,0,3,1
1666,15775082,Stewart,749,France,Male,42,1,129776.72,2,0,1,143538.51,0,23,4781.261867179083,0,5,1
1667,15579706,Curtis,611,France,Female,46,5,0.0,1,1,0,77677.14,1,20,3921.4705775452703,3,1,0
1668,15718247,Hayden,606,Spain,Female,46,8,0.0,2,1,1,183717.94,0,22,2364.3781260196947,1,5,0
1669,15755722,H?,554,France,Male,24,10,0.0,1,0,0,92180.62,0,19,4381.8794828460605,0,5,0
1670,15582259,Campbell,567,France,Female,37,7,0.0,2,1,1,28690.9,0,25,5163.793350401583,1,5,0
1671,15716994,Green,559,Spain,Male,24,3,114739.92,1,1,0,85891.02,1,13,9061.907234698298,1,3,1
1672,15586880,P'eng,594,Germany,Male,41,2,122545.65,2,1,1,42050.24,0,21,2410.0520518078274,0,5,0
1673,15713854,Cremonesi,513,France,Female,37,6,0.0,2,1,0,110142.34,0,13,5119.323787393956,0,4,1
1674,15780835,Liang,652,Germany,Female,26,1,131908.35,1,1,1,179269.79,0,13,1371.3837572207658,1,5,0
1675,15675896,Gough,680,Germany,Female,42,7,105722.69,1,1,1,90558.24,1,21,4146.474342322864,1,3,0
1676,15658459,Bates,784,Spain,Male,33,10,0.0,2,1,0,162022.47,0,22,5622.790714824037,1,4,1
1677,15658057,Padovesi,812,Spain,Female,44,8,0.0,3,1,0,66926.83,1,23,6025.166305377116,2,2,1
1678,15801767,Yin,784,Spain,Female,40,8,0.0,2,1,0,108891.3,0,17,6178.046159283844,0,4,0
1679,15569178,Kharlamov,570,France,Female,18,4,82767.42,1,1,0,71811.9,0,21,5794.808065773691,0,4,0
1680,15731478,Nicholls,712,France,Female,42,1,87842.98,1,0,0,92223.59,0,18,6160.843880192482,0,3,0
1681,15811236,Burns,705,Spain,Male,39,6,133261.13,1,1,1,78065.9,0,19,5091.478258005327,0,4,0
1682,15746749,Fleming,681,Spain,Female,32,3,0.0,2,1,1,59679.9,0,23,2904.267388022057,0,5,0
1683,15662758,Watson,620,France,Male,41,0,97925.11,1,1,0,85000.32,0,18,1296.6860726398877,0,4,0
1684,15709387,Obiajulu,711,France,Male,52,5,0.0,1,1,1,159808.95,0,23,3906.6243565255663,1,5,0
1685,15572093,Han,613,France,Female,24,7,140453.91,1,1,0,129001.3,0,22,4730.76913387354,0,5,0
1686,15713826,Ferguson,613,Germany,Female,20,0,117356.19,1,0,0,113557.7,1,24,7507.863594350961,4,1,0
1687,15570205,Tao,682,Spain,Male,36,5,0.0,2,1,1,147758.51,0,19,4798.796649687626,0,3,0
1688,15589348,Le Grand,850,Spain,Male,37,4,137204.77,1,1,1,28865.59,0,16,4606.861931566615,0,4,0
1689,15804610,Valdez,601,France,Female,41,1,0.0,2,0,1,160607.06,0,18,5771.054253683559,1,5,0
1690,15700854,Cunningham,595,Spain,Male,35,8,0.0,1,1,0,100015.79,1,18,4459.976025097596,1,3,0
1691,15758836,Godfrey,675,Spain,Male,36,3,54098.18,2,0,1,54478.52,0,15,6621.083997893877,1,5,0
1692,15772933,Mai,591,Spain,Male,31,8,0.0,1,1,1,141677.33,0,18,8958.667236767757,1,5,0
1693,15809006,Walker,602,France,Male,23,7,113758.48,2,0,0,84077.6,0,14,9381.5710284214,0,4,0
1694,15689612,Pirozzi,554,Spain,Female,34,8,0.0,1,0,1,106981.03,0,19,5194.081254488979,0,3,0
1695,15744614,Feng,541,France,Male,37,9,118636.92,1,1,1,73551.44,0,22,5673.784729390896,0,4,0
1696,15704250,Akabueze,506,France,Male,34,7,0.0,2,0,0,115842.1,0,22,8157.712240746967,0,4,1
1697,15700255,Robson,814,Germany,Male,44,8,95488.82,2,0,0,107013.59,0,15,4700.075954207458,0,4,1
1698,15669410,Yevdokimova,683,France,Male,30,8,110829.52,2,0,0,24938.84,0,21,6358.384283848358,2,5,1
1699,15807595,Ijendu,485,Germany,Male,51,7,144244.59,2,1,0,51113.14,0,19,2729.67974062835,1,4,1
1700,15664523,Colombo,696,Germany,Female,31,8,122021.92,2,1,0,33828.64,0,14,4378.321703450004,0,3,1
1701,15642833,Akubundu,608,France,Female,30,8,0.0,2,1,0,128875.86,0,15,7312.2292332906145,0,5,1
1702,15605279,Francis,792,France,Male,50,9,0.0,4,1,1,194700.81,1,16,3563.6087324247537,1,2,1
1703,15713644,Marshall,686,Spain,Male,22,5,0.0,2,1,0,158974.45,0,21,4743.8976425406445,0,4,0
1704,15750466,Rhodes,790,Germany,Male,42,1,85839.62,1,1,0,198182.73,0,26,1851.580708795761,1,5,0
1705,15739054,Y?,654,France,Female,29,4,96974.97,1,0,1,141404.07,0,18,9011.536589019273,1,4,0
1706,15612771,Bell,452,France,Male,35,4,148172.44,1,1,1,4175.68,0,20,7526.056139633806,0,5,0
1707,15788483,Kerr,719,Spain,Male,38,0,0.0,1,1,0,126876.47,0,21,5376.199132305496,1,5,0
1708,15732832,Jideofor,707,France,Female,40,5,0.0,2,1,0,41052.82,0,19,6015.025744164656,1,3,0
1709,15772892,Robertson,699,France,Female,49,2,0.0,1,0,0,105760.01,0,14,5791.796213886737,1,5,1
1710,15713843,Kao,850,Spain,Male,30,2,0.0,2,0,1,27937.12,0,19,7768.623506061572,0,5,1
1711,15567993,Palmer,828,Spain,Male,28,8,134766.85,1,1,0,79355.87,0,24,3962.399915257255,1,3,1
1712,15617603,Mackay,850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0,25,6464.535239856464,0,5,0
1713,15744983,Burgmann,712,Spain,Male,47,1,139887.01,1,1,1,95719.73,0,20,7154.832997704347,2,5,1
1714,15630419,Davis,634,France,Male,44,9,149961.11,1,1,0,57121.51,0,34,7430.651940952914,0,5,1
1715,15738828,Milano,730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0,23,481.25823233660503,0,5,0
1716,15778025,Dellucci,685,Germany,Male,43,9,108589.47,2,0,1,194808.51,0,19,3801.451043469711,0,3,0
1717,15799479,Coles,809,Spain,Male,33,9,0.0,1,1,1,124045.65,0,22,2961.658757396192,0,3,0
1718,15684269,Gray,707,Spain,Female,35,3,56674.48,1,1,0,17987.4,1,13,5299.176571141372,3,2,0
1719,15762745,Macvitie,648,Spain,Male,32,8,0.0,1,1,0,133653.38,0,17,967.9395609714552,1,4,0
1720,15746970,Townsend,760,Spain,Female,57,1,0.0,2,1,1,25101.17,0,19,908.7542181087942,0,5,0
1721,15725024,Pope,805,Germany,Female,33,3,105663.56,2,0,1,33330.89,0,18,9340.18998375252,1,4,0
1722,15592116,Jensen,585,France,Female,39,7,0.0,2,1,0,2401.26,0,21,6235.378776526681,3,4,1
1723,15624391,Thomson,595,Spain,Female,30,5,100683.54,1,1,1,178361.04,0,18,5242.018486397623,0,3,0
1724,15567422,Chiazagomekpele,630,France,Male,42,6,0.0,2,1,0,162697.93,0,19,5727.345295677965,0,3,0
1725,15612627,Ozuluonye,627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0,21,5292.681847498359,0,3,1
1726,15574879,Wright,631,Germany,Female,37,2,121801.72,2,0,1,23146.62,0,24,6994.701313103052,0,4,0
1727,15745107,Lung,776,Germany,Male,38,5,112281.7,1,0,1,89893.6,0,25,3735.1116158720424,0,3,0
1728,15734491,Lombardo,676,Spain,Female,36,4,0.0,2,1,1,3173.31,0,24,5373.229652147139,0,5,1
1729,15675320,Leonard,758,Spain,Female,40,5,93499.82,2,0,0,123218.81,0,19,5454.842535875431,0,4,0
1730,15643824,Johnston,637,France,Male,33,0,132255.99,2,0,1,74588.41,0,20,2906.2840830833247,0,5,0
1731,15643438,P'eng,850,France,Male,20,7,0.0,2,1,0,31288.77,0,16,7553.966118126105,0,4,1
1732,15721730,Amechi,601,Spain,Female,44,4,0.0,2,1,0,58561.31,0,21,4108.646520197181,1,4,0
1733,15680727,Fang,735,France,Male,49,5,121973.28,1,1,0,148804.36,0,11,7034.843339617802,1,4,0
1734,15752508,Docherty,614,Germany,Male,32,7,99462.8,2,1,1,51117.06,0,24,5229.82545274296,0,5,1
1735,15808846,Horton,672,Germany,Female,21,3,165878.76,2,1,1,164537.17,0,16,8267.169664818117,0,5,1
1736,15727251,Vincent,642,France,Male,30,8,117494.27,1,0,0,61977.82,0,12,2917.2418229569516,1,4,1
1737,15663489,Onio,633,Germany,Female,29,0,138577.34,1,1,0,193362.99,0,15,2830.4823969791,0,5,1
1738,15683677,Schiavone,769,Spain,Male,39,9,0.0,1,1,1,47722.79,0,16,3188.6088179913827,1,4,0
1739,15596414,Chandler,796,Spain,Male,41,8,107525.07,1,1,0,18510.41,0,10,5266.591101028748,0,5,0
1740,15730639,Fiorentino,715,France,Male,23,7,139224.92,2,1,0,65057.71,0,20,8082.936791556411,1,5,0
1741,15672132,Butusov,695,France,Female,42,7,121453.63,1,0,0,46374.64,0,18,8186.187236330501,0,3,1
1742,15742638,Wang,747,France,Female,25,4,0.0,2,0,1,42039.67,0,14,380.0627991231204,0,5,1
1743,15578603,Alexeieva,584,Germany,Female,54,1,77354.37,1,0,0,138192.98,1,11,5499.414322445077,4,2,1
1744,15726088,Vinogradova,476,France,Male,40,6,0.0,1,1,1,22735.45,0,21,100.0,0,5,0
1745,15682533,Hughes,850,France,Female,39,7,79259.99,1,0,1,186910.74,0,26,6590.06358757007,0,3,0
1746,15772995,Ts'ao,529,France,Male,30,2,116295.29,1,1,0,75285.47,0,31,7236.338829790414,1,3,1
1747,15765694,Bage,584,Spain,Female,59,1,0.0,1,0,1,130260.11,1,13,4919.511450615629,4,1,0
1748,15659486,Yudina,586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0,15,5167.963154989509,1,3,0
1749,15568963,Naquin,674,Germany,Male,34,2,152797.9,1,1,0,175709.4,1,22,5147.277785880479,2,2,1
